"","name","state","jurisdiction","description","security","age","gender","diff_operator_dummy","diff_operator","population","capacity","hifld_id","bjs_id","current","source_population","source_capacity","latitude","longitude","county_fips","zipcode","city","county"
"1649","BASKERVILLE CORRECTIONAL CENTER","Virginia","state","Prison","Min","A","M",NA,NA,462,NA,10003331,"470000000072400000000","Current","HIFLD",NA,36.72149412,-78.30056895,51117,23915,"BASKERVILLE","MECKLENBURG"
"1650","BLAND CORRECTIONAL CENTER","Virginia","state","Prison","Min","A","M",NA,NA,642,652,10001588,"470000000073800000000","Current","HIFLD","HIFLD",37.16856651,-80.88882507,51021,24315,"BLAND","BLAND"
"1651","BRUNSWICK COMMUNITY CORRECTIONS ALTERNATIVE PROGRAM","Virginia","state","Transitional Center",NA,"A","B",NA,NA,0,NA,10002390,"470000000076600000000","Current","HIFLD",NA,36.77806,-77.81736,51025,23868,"LAWRENCEVILLE","BRUNSWICK"
"1652","BUCKINGHAM CORRECTIONAL CENTER","Virginia","state","Prison","Max/Med","A","M",NA,NA,1132,1100,10001578,"470000000074400000000","Current","HIFLD","HIFLD",37.56667478,-78.47432879,51029,23936,"DILLWYN","BUCKINGHAM"
"1653","CAROLINE CORRECTIONAL UNIT","Virginia","state","Prison","Min","A","M",NA,NA,135,144,10002377,"470000000070300000000","Current","HIFLD","HIFLD",37.83304781,-77.33043649,51033,23069,"HANOVER","CAROLINE"
"1654","CENTRAL VIRGINIA CORRECTIONAL UNIT 13","Virginia","state","Prison Unit","Med/Min","A","F",NA,NA,140,280,10001582,"470000000079200000000","Current","HIFLD","HIFLD",37.40327719,-77.56347251,51041,23832,"CHESTERFIELD","CHESTERFIELD"
"1655","CHESTERFIELD WOMENS COMMUNITY CORRECTIONS ALTERNATIVE PROGRAM","Virginia","state","Transitional Center",NA,"A","F",NA,NA,84,160,10003284,"470000000079400000000","Current","HIFLD","HIFLD",NA,NA,51041,23832,"CHESTERFIELD","CHESTERFIELD"
"1656","COFFEEWOOD CORRECTIONAL CENTER","Virginia","state","Prison","Med","A","M",NA,NA,1007,1193,10001572,"470000000076000000000","Current","HIFLD","HIFLD",38.36377873,-78.01763116,51047,22729,"MITCHELLS","CULPEPER"
"1657","COLD SPRINGS COMMUNITY CORRECTIONS ALTERNATIVE PROGRAM","Virginia","state","Transitional Center",NA,"A","B",NA,NA,109,NA,10003255,"470000000076500000000","Current","HIFLD",NA,37.99239717,-79.15135882,51015,24440,"GREENVILLE","AUGUSTA"
"1658","COLD SPRINGS CORRECTIONAL UNIT 10","Virginia","state","Prison Unit","Min","A","M",NA,NA,109,250,10003255,"470000000070600000000","Current","HIFLD","Public Records",37.99239717,-79.15135882,51015,24440,"GREENVILLE","AUGUSTA"
"1659","COMMUNITY HOSPITAL PATIENTS","Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"1660","CORECIVIC NORFOLK","Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"1661","DEERFIELD CORRECTIONAL CENTER","Virginia",NA,NA,NA,NA,NA,NA,NA,1059,1069,10003324,"470000000076200000000","Previous","HIFLD","HIFLD",36.7280391,-77.2457323,51175,23829,"CAPRON","SOUTHAMPTON"
"1662","DEERFIELD CORRECTIONAL CENTER INCLUDES DEERFIELD WORK CENTERS","Virginia","state","Prison",NA,"A","M",NA,NA,NA,1069,NA,NA,"Current",NA,"Public Records",NA,NA,NA,NA,NA,NA
"1663","DEERFIELD MEN S WORK CENTER","Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"470000000079000020201","Previous",NA,NA,NA,NA,51175,NA,NA,NA
"1664","DEERFIELD MEN S WORK CENTER 2","Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,51175,NA,NA,NA
"1665","DILLWYN CORRECTIONAL CENTER","Virginia","state","Prison","Med","A","M",NA,NA,917,1106,10000923,"470000000075800000000","Current","HIFLD","HIFLD",37.57462245,-78.47052041,51029,23936,"DILLWYN","BUCKINGHAM"
"1666","FLUVANNA CORRECTIONAL CENTER FOR WOMEN","Virginia","state","Prison","Med","A","M",NA,NA,1181,1200,10003268,"470000000077400000000","Current","HIFLD","HIFLD",37.98263929,-78.27017941,51065,22974,"TROY","FLUVANNA"
"1667","GHENT RRC","Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"1668","GREEN ROCK CORRECTIONAL CENTER","Virginia","state","Prison","Med","A","M",NA,NA,1030,1038,10003310,"470000000079100000000","Current","HIFLD","HIFLD",36.79994674,-79.42190618,51143,24531,"CHATHAM","PITTSYLVANIA"
"1669","GREENSVILLE CORRECTIONAL CENTER","Virginia",NA,NA,NA,NA,NA,NA,NA,2976,NA,10003327,"470000000075700000000","Previous","HIFLD",NA,36.79543,-77.47366,51081,23870,"JARRATT","GREENSVILLE"
"1670","GREENSVILLE CORRECTIONAL CENTER INCLUDES GREENSVILLE WORK CENTER","Virginia","state","Prison","Max/Med","A","M",NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1671","GREENSVILLE WORK CENTER","Virginia",NA,NA,NA,NA,NA,NA,NA,210,NA,10001603,"470000000076400000000","Previous","HIFLD",NA,36.79446613,-77.48668598,51081,23870,"JARRATT","GREENSVILLE"
"1672","HALIFAX CORRECTIONAL UNIT","Virginia","state","Prison Unit","Min","A","M",NA,NA,247,248,10003316,"470000000071700000000","Current","HIFLD","HIFLD",36.72754884,-78.93100441,51083,24558,"HALIFAX","HALIFAX"
"1673","HARRISONBURG MENS COMMUNITY CORRECTIONS ALTERNATIVE PROGRAM","Virginia","state","Transitional Center",NA,"A","M",NA,NA,115,124,10003247,"470000000072100000000","Current","HIFLD","HIFLD",38.53186597,-78.81655787,51165,22802,"HARRISONBURG","ROCKINGHAM"
"1674","HAYNESVILLE CORRECTIONAL CENTER","Virginia","state","Prison","Min","A","M",NA,NA,942,1141,10003262,"470000000078600000000","Current","HIFLD","HIFLD",37.95747468,-76.67065343,51159,22472,"HAYNESVILLE","RICHMOND"
"1675","HAYNESVILLE CORRECTIONAL UNIT 17","Virginia","state","Prison Unit",NA,"A","M",NA,NA,942,938,10003262,"470000000075900000000","Current","HIFLD","HIFLD",37.95747468,-76.67065343,51159,22472,"HAYNESVILLE","RICHMOND"
"1676","INDIAN CREEK CORRECTIONAL CENTER","Virginia","state","Prison","Med","A","M",NA,NA,1000,1008,10000924,"470000000076100000000","Current","HIFLD","HIFLD",36.61439825,-76.17807889,51550,23328,"CHESAPEAKE","CHESAPEAKE"
"1677","KEEN MOUNTAIN CORRECTIONAL CENTER","Virginia","state","Prison","Max","A","M",NA,NA,723,1200,10001583,"470000000075600000000","Current","HIFLD","HIFLD",37.22341363,-81.9796887,51027,24631,"OAKWOOD","BUCHANAN"
"1678","LAWRENCEVILLE CORRECTIONAL CENTER","Virginia","state","Prison","Med","A","M","Different Operator","GeoGroup",1563,1555,10001596,"478000000078500000000","Current","HIFLD","HIFLD",36.78198812,-77.81553881,51025,23868,"LAWRENCEVILLE","BRUNSWICK"
"1679","LEE UNITED STATES PENITENTIARY","Virginia","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,"476053666071200000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"1680","LUNENBURG CORRECTIONAL CENTER","Virginia","state",NA,NA,NA,NA,NA,NA,975,987,10001592,"470000000076800000000","Current","HIFLD","HIFLD",37.01513907,-78.21150478,51111,23974,"VICTORIA","LUNENBURG"
"1681","MARION CORRECTIONAL TREATMENT CENTER","Virginia","state","Medical Facility",NA,"A","M",NA,NA,264,379,10003320,"470000000074300000000","Current","HIFLD","HIFLD",36.8298563,-81.50887137,51173,24354,"MARION","SMYTH"
"1682","NOTTOWAY CORRECTIONAL CENTER","Virginia",NA,NA,NA,NA,NA,NA,NA,1432,1475,10001589,"470000000074900000000","Previous","HIFLD","HIFLD",37.183147,-78.17475563,51135,23922,"BURKEVILLE","NOTTOWAY"
"1683","NOTTOWAY CORRECTIONAL CENTER INCLUDES NOTTOWAY WORK CENTER","Virginia","state","Reception Center",NA,"A","M",NA,NA,NA,1112,NA,NA,"Current",NA,"Public Records",NA,NA,NA,NA,NA,NA
"1684","NOTTOWAY WORK CENTER","Virginia",NA,NA,NA,NA,NA,NA,NA,195,200,10001590,"470000000074910000000","Previous","HIFLD","HIFLD",37.1816808,-78.1759321,51135,23922,"BURKEVILLE","NOTTOWAY"
"1685","PATRICK HENRY CORRECTIONAL UNIT","Virginia","state","Prison",NA,"A","M",NA,NA,136,138,10003333,"470000000071400000000","Current","HIFLD","HIFLD",36.62276168,-79.95521935,51089,24148,"RIDGEWAY","HENRY"
"1686","PETERSBURG LOW FEDERAL CORRECTIONAL INSTITUTION","Virginia","federal","Prison",NA,NA,NA,NA,NA,892,775,10001584,NA,"Current","HIFLD","HIFLD",37.29970182,-77.34694998,51149,23860,"HOPEWELL","PRINCE GEORGE"
"1687","PETERSBURG MEDIUM FEDERAL CORRECTIONAL INSTITUTION","Virginia","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,"476124666070900000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"1688","POCAHONTAS STATE CORRECTIONAL CENTER","Virginia","state","Prison","Med","A","M",NA,NA,1026,1024,10005834,"470000000072000000000","Current","HIFLD","HIFLD",37.29719135,-81.36543373,51185,24635,"POCAHONTAS","TAZEWELL"
"1689","PROBATION PAROLE CENTRAL REGION","Virginia","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1690","PROBATION PAROLE EASTERN REGION","Virginia","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1691","PROBATION PAROLE WESTERN REGION","Virginia","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1692","RED ONION STATE PRISON","Virginia","state","Prison","Max","A","M",NA,NA,851,848,10003307,"470000000077500000000","Current","HIFLD","HIFLD",37.1117073,-82.54991129,51195,24279,"POUND","WISE"
"1693","RIVER NORTH CORRECTIONAL CENTER","Virginia","state","Prison","Med","A","M",NA,NA,897,1024,10006218,NA,"Current","HIFLD","HIFLD",36.61517372,-81.12682753,51077,24348,"INDEPENDENCE","GRAYSON"
"1694","RUSTBURG CORRECTIONAL UNIT","Virginia","state","Prison","Min","A","M",NA,NA,149,153,10003289,"470000000071000000000","Current","HIFLD","HIFLD",37.26731488,-79.06783275,51031,24588,"RUSTBURG","CAMPBELL"
"1695","ST BRIDES CORRECTIONAL CENTER","Virginia","state","Prison","Med","A","M",NA,NA,1000,1192,10000924,"470000000072800000000","Current","HIFLD","HIFLD",36.61439825,-76.17807889,51550,23328,"CHESAPEAKE","CHESAPEAKE"
"1696","STAFFORD MENS COMMUNITY CORRECTIONS ALTERNATIVE PROGRAM","Virginia","state","Transitional Center",NA,"A","M",NA,NA,109,116,10003253,"470000000070500000000","Current","HIFLD","HIFLD",38.3802168,-77.42034262,51179,22554,"STAFFORD","STAFFORD"
"1697","STATE FARM CORRECTIONAL CENTER","Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,37.6396377,-77.8318118,51159,23160,"STATE FARM",NA
"1698","STATE FARM CORRECTIONAL COMPLEX","Virginia","state","Prison","Med","A","M",NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1699","STATE FARM ENTERPRISE UNIT","Virginia",NA,NA,NA,NA,NA,NA,NA,326,518,10001581,NA,"Previous","HIFLD","HIFLD",37.62769372,-77.83428184,51145,23160,"STATE FARM","POWHATAN"
"1700","STATE FARM WORK CENTER","Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,37.6402,-77.83109,51159,23160,"STATE FARM",NA
"1701","STATEWIDE","Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"1702","SUSSEX I STATE PRISON","Virginia","state","Prison","Max","A","M",NA,NA,1131,1227,10001593,"470000000077300000000","Current","HIFLD","HIFLD",37.04630996,-77.19880847,51183,23891,"WAVERLY","SUSSEX"
"1703","SUSSEX II STATE PRISON","Virginia","state","Prison","Max","A","M",NA,NA,1258,1352,10001594,"470000000078400000000","Current","HIFLD","HIFLD",37.0517946,-77.2047029,51183,23891,"WAVERLY","SUSSEX"
"1704","VIRGINIA BEACH JAIL","Virginia","county","Jail",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1705","VIRGINIA CORRECTIONAL CENTER FOR WOMEN","Virginia",NA,NA,NA,NA,NA,NA,NA,555,NA,10001575,"470000000073100000000","Previous","HIFLD",NA,37.67420873,-77.89122236,51075,23063,"GOOCHLAND","GOOCHLAND"
"1706","VIRGINIA CORRECTIONAL CENTER FOR WOMEN INCLUDES STATE FARM WORK CENTER","Virginia","state","Prison","Max/Min","A","F",NA,NA,NA,572,NA,NA,"Current",NA,"Public Records",NA,NA,NA,NA,NA,NA
"1707","WALLENS RIDGE STATE PRISON","Virginia","state","Prison","Max/Min","A","M",NA,NA,1062,1212,10001591,"470000000078500000000","Current","HIFLD","HIFLD",36.8421014,-82.78675157,51195,24219,"BIG STONE GAP","WISE"
"1708","WISE CORRECTIONAL UNIT","Virginia","state","Prison",NA,"A","M",NA,NA,110,120,10003308,"470000000070800000000","Current","HIFLD","HIFLD",36.916628,-82.4630063,51195,24230,"COEBURN","WISE"
"1709","AHTANUM VIEW WORK RELEASE","Washington","state","Transitional Center",NA,NA,NA,NA,NA,NA,NA,NA,"480000000078200000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"1710","AIRWAY HEIGHTS CORRECTIONS CENTER","Washington","state","Prison","Max/Min","A","M",NA,NA,2172,2258,10001677,"480000000072200000000","Current","HIFLD","HIFLD",47.65348482,-117.5765877,53063,99001,"AIRWAY HEIGHTS","SPOKANE"
"1711","BELLINGHAM WORK RELEASE","Washington","state","Transitional Center",NA,NA,NA,NA,NA,25,25,10002440,"480000000072500000000","Current","HIFLD","HIFLD",NA,NA,53073,98225,"BELLINGHAM","WHATCOM"
"1712","BISHOP LEWIS WORK RELEASE","Washington","state","Transitional Center",NA,NA,NA,NA,NA,59,69,10002469,"488000000072600000000","Current","HIFLD","HIFLD",NA,NA,53033,98104,"SEATTLE","KING"
"1713","BROWNSTONE WORK RELEASE","Washington","state","Transitional Center",NA,NA,NA,NA,NA,61,80,10002460,"480000000072700000000","Current","HIFLD","HIFLD",NA,NA,53063,99201,"SPOKANE","SPOKANE"
"1714","CEDAR CREEK CORRECTIONS CENTER","Washington","state","Prison",NA,"A","M",NA,NA,473,480,10002491,"480000000071300000000","Current","HIFLD","HIFLD",46.88364477,-123.1430944,53067,98556,"LITTLEROCK","THURSTON"
"1715","CLALLAM BAY CORRECTIONS CENTER","Washington","state","Prison","Max/Med","A","M",NA,NA,790,858,10000987,"480000000071800000000","Current","HIFLD","HIFLD",48.23919769,-124.2869803,53009,98326,"CLALLAM BAY","CLALLAM"
"1716","COMMUNITY CORRECTIONS SECTION 1","Washington","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1717","COMMUNITY CORRECTIONS SECTION 2","Washington","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1718","COMMUNITY CORRECTIONS SECTION 3","Washington","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1719","COMMUNITY CORRECTIONS SECTION 4","Washington","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1720","COMMUNITY CORRECTIONS SECTION 5","Washington","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1721","COMMUNITY CORRECTIONS SECTION 6","Washington","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1722","COMMUNITY CORRECTIONS SECTION 7","Washington","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1723","COMMUNITY MEDICAL CENTER","Washington","state","Medical Facility",NA,"A","B",NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1724","COYOTE RIDGE CORRECTIONS CENTER","Washington","state","Prison","Med/Min","A","M",NA,NA,2500,2468,10001687,"480000000072300000000","Current","HIFLD","HIFLD",46.68038763,-118.8524025,53021,99326,"CONNELL","FRANKLIN"
"1725","ELEANOR CHASE HOUSE WORK RELEASE","Washington","state","Transitional Center",NA,"A","M",NA,NA,26,40,10002459,"480000000072800000000","Current","HIFLD","HIFLD",NA,NA,53063,99204,"SPOKANE","SPOKANE"
"1726","HELEN B RATCLIFF WORK RELEASE","Washington","state","Transitional Center",NA,"A","M",NA,NA,40,47,10002470,"488000000072900000000","Current","HIFLD","HIFLD",NA,NA,53033,98144,"SEATTLE","KING"
"1727","LARCH CORRECTIONS CENTER","Washington","state","Prison","Min","A","M",NA,NA,476,480,10001690,"480000000070400000000","Current","HIFLD","HIFLD",45.73233903,-122.3424463,53011,98675,"YACOLT","CLARK"
"1728","LONGVIEW WORK RELEASE","Washington","state","Transitional Center",NA,"A","M",NA,NA,60,60,10002510,"480000000073100000000","Current","HIFLD","HIFLD",NA,NA,53015,98632,"LONGVIEW","COWLITZ"
"1729","MILL CREEK REGIONAL PERFORMANCE CENTER","Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"1730","MISSION CREEK CORRECTIONS CENTER FOR WOMEN","Washington","state","Prison","Min","A","F",NA,NA,232,305,10002479,"480000000078100000000","Current","HIFLD","HIFLD",47.48404361,-122.8643292,53045,98528,"BELFAIR","MASON"
"1731","MONROE CORRECTIONAL COMPLEX","Washington","state","Prison","Max/Min","A","M",NA,NA,2493,2400,10001676,"480000000070100000000","Current","HIFLD","HIFLD",47.8447826,-121.9996688,53061,98272,"MONROE","SNOHOMISH"
"1732","OLYMPIA AREA OFFICES","Washington","state","Administrative",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1733","OLYMPIA WORK RELEASE","Washington","state","Transitional Center",NA,"A","M",NA,NA,25,25,10002493,"480000000073200000000","Current","HIFLD","HIFLD",NA,NA,53067,98502,"OLYMPIA","THURSTON"
"1734","OLYMPIC CORRECTIONS CENTER","Washington","state","Prison","Min","A","M",NA,NA,390,381,10002455,"480000000070600000000","Current","HIFLD","HIFLD",47.71776138,-124.1352995,53031,98331,"FORKS","JEFFERSON"
"1735","PENINSULA WORK RELEASE","Washington","state","Transitional Center",NA,"A","M",NA,NA,50,60,10002463,"480000000077800000000","Current","HIFLD","HIFLD",NA,NA,53035,98367,"PORT ORCHARD","KITSAP"
"1736","PIONEER HUMAN SERVICES DBA PIONEER INDUSTRIES RRC","Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"1737","PROGRESS HOUSE WORK RELEASE","Washington","state","Transitional Center",NA,"A","M",NA,NA,68,86,10005990,"480000000073400000000","Current","HIFLD","HIFLD",NA,NA,53053,98406,"TACOMA","PIERCE"
"1738","REYNOLDS WORK RELEASE","Washington","state","Transitional Center",NA,"A","M",NA,NA,94,99,10002472,"480000000073600000000","Current","HIFLD","HIFLD",NA,NA,53033,98104,"SEATTLE","KING"
"1739","SEATAC FEDERAL DETENTION CENTER","Washington","federal","Detention Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1740","SPOKANE COUNTY JAIL","Washington",NA,NA,NA,NA,NA,NA,NA,642,828,10002461,NA,"Previous","HIFLD","HIFLD",NA,NA,53063,99260,"SPOKANE","SPOKANE"
"1741","STAFFORD CREEK CORRECTIONS CENTER","Washington","state","Prison",NA,"A","M",NA,NA,1940,1936,10001681,"480000000077100000000","Current","HIFLD","HIFLD",46.92165004,-123.9192391,53027,98520,"ABERDEEN","GRAYS HARBOR"
"1742","STATEWIDE","Washington","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1743","TRICITIES WORK RELEASE","Washington","state","Transitional Center",NA,"A","M",NA,NA,NA,NA,NA,"480000000071100000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"1744","WASHINGTON CORRECTIONS CENTER","Washington","state","Prison","Max/Med","A","M",NA,NA,1850,1268,10001679,"480000000070300000000","Current","HIFLD","HIFLD",47.23817124,-123.1926848,53045,98584,"SHELTON","MASON"
"1745","WASHINGTON CORRECTIONS CENTER FOR WOMEN","Washington","state","Prison","Max/Min","A","F",NA,NA,918,738,10001684,"480000000070500000000","Current","HIFLD","HIFLD",47.34742638,-122.6131522,53053,98332,"GIG HARBOR","PIERCE"
"1746","WASHINGTON CORRECTIONS CENTER FOR WOMEN","Washington","state","Prison","Max/Min","A","F",NA,NA,918,738,NA,"480000000070500000000","Current","Public Records","Public Records",NA,NA,NA,NA,NA,NA
"1747","WASHINGTON CORRECTIONS CENTER SHELTON","Washington","state",NA,NA,NA,NA,NA,NA,NA,NA,NA,"480000000070300000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"1748","WASHINGTON STATE PENITENTIARY","Washington","state","Prison","Max/Min","A","M",NA,NA,2316,2439,10002506,"480000000070200000000","Current","HIFLD","HIFLD",46.0798679,-118.3642234,53071,99362,"WALLA WALLA","WALLA WALLA"
"1749","ALDERSON FEDERAL PRISON CAMP","West Virginia","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,"496032666070700000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"1750","BLECKLEY CORRECTIONAL CENTER","West Virginia","state","Hybrid","Min","A","M",NA,NA,NA,137,NA,"490000000070700000000","Current",NA,"Public Records",NA,NA,NA,NA,NA,NA
"1751","BECKLEY FEDERAL CORRECTIONAL INSTITUTION","West Virginia","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,"496041666070800000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"1752","CENTRAL REGIONAL JAIL","West Virginia","state","Hybrid",NA,NA,NA,NA,NA,310,200,10001876,NA,"Current","HIFLD","HIFLD",NA,NA,54007,26601,"SUTTON","BRAXTON"
"1753","CHARLESTON CORRECTIONAL CENTER","West Virginia","state",NA,NA,NA,NA,NA,NA,-999,128,10006673,"490000000070900000000","Current","HIFLD","HIFLD",NA,NA,54039,25301,"CHARLESTON","KANAWHA"
"1754","DENMAR CORRECTIONAL CENTER","West Virginia","state","Hybrid",NA,NA,NA,NA,NA,232,216,10000028,"490000000071200000000","Current","HIFLD","HIFLD",38.0856057,-80.22050377,54075,24946,"HILLSBORO","POCAHONTAS"
"1755","DONALD R KUHN JUVENILE CENTER","West Virginia","state","Prison",NA,"J","B",NA,NA,NA,48,NA,NA,"Current",NA,"Public Records",NA,NA,NA,NA,NA,NA
"1756","EASTERN REGIONAL JAIL","West Virginia","state","Hybrid",NA,NA,NA,NA,NA,392,500,10000009,NA,"Current","HIFLD","HIFLD",NA,NA,54003,25405,"MARTINSBURG","BERKELEY"
"1757","GENE SPADARO JUVENILE CENTER","West Virginia","state","Prison",NA,"J","B",NA,NA,25,23,10000041,NA,"Current","HIFLD","Public Records",NA,NA,54019,25880,"MOUNT HOPE","FAYETTE"
"1758","GILMER FEDERAL CORRECTIONAL INSTITUTION","West Virginia","federal","Prison",NA,NA,NA,NA,NA,1418,1152,10000023,"496011666070900000000","Current","HIFLD","HIFLD",38.91586343,-80.78460728,54021,26351,"GLENVILLE","GILMER"
"1759","HAZELTON FEDERAL CORRECTIONAL INSTITUTION","West Virginia","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"1760","HAZELTON UNITED STATES PENITENTIARY","West Virginia","federal","Prison",NA,NA,NA,NA,NA,1238,957,10000006,"496039666071000000000","Current","HIFLD","HIFLD",39.67295836,-79.49687701,54077,26525,"BRUCETON MILLS","PRESTON"
"1761","HUTTONSVILLE CORRECTIONAL CENTER","West Virginia","state","Prison","Max","A","M",NA,NA,1131,1186,10006674,"490000000070100000000","Current","HIFLD","HIFLD",NA,NA,54083,26273,"HUTTONSVILLE","RANDOLPH"
"1762","TIGER MORTON JUVENILE CENTER","West Virginia","state","Prison",NA,"J","B",NA,NA,26,23,10000033,NA,"Current","HIFLD","Public Records",NA,NA,54039,25064,"DUNBAR","KANAWHA"
"1763","CHICK BUCKBEE JUVENILE CENTER","West Virginia","state","Prison",NA,"J","B",NA,NA,NA,24,NA,NA,"Current",NA,"Public Records",NA,NA,NA,NA,NA,NA
"1764","KENNETH HONEY RUBENSTEIN JUVENILE CENTER","West Virginia","state","Prison",NA,"J","M",NA,NA,39,84,10006192,NA,"Current","HIFLD","Public Records",NA,NA,54093,26260,"DAVIS","TUCKER"
"1765","LAKIN CORRECTIONAL CENTER","West Virginia","state","Hybrid",NA,NA,NA,NA,NA,452,543,10000025,"490000000072000000000","Current","HIFLD","HIFLD",38.95227656,-82.08359319,54053,25287,"WEST COLUMBIA","MASON"
"1766","LORRIE YEAGER JUVENILE CENTER","West Virginia","state","Prison",NA,"J","B",NA,NA,NA,24,NA,NA,"Current",NA,"Public Records",NA,NA,NA,NA,NA,NA
"1767","MARTINSBURG CORRECTIONAL CENTER","West Virginia","state","Hybrid",NA,NA,NA,NA,NA,121,120,10003595,"490000000071700000000","Current","HIFLD","HIFLD",NA,NA,54003,25401,"MARTINSBURG","BERKELEY"
"1768","MCDOWELL COUNTY CORRECTIONAL CENTER","West Virginia","state","Prison","Med","A","M","Different Operator",NA,NA,322,10000052,"490000000071800000000","Current","HIFLD","HIFLD",37.4326048,-81.58387384,54047,24801,"WELCH","MCDOWELL"
"1769","MCDOWELL FEDERAL CORRECTIONAL INSTITUTION","West Virginia","federal","Prison",NA,NA,NA,NA,NA,1116,1152,10006177,"496024666071300000000","Current","HIFLD","HIFLD",37.46979035,-81.55314199,54047,24801,"WELCH","MCDOWELL"
"1770","MORGANTOWN FEDERAL CORRECTIONAL INSTITUTION","West Virginia","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,"496031666070100000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
