"name","state","jurisdiction","description","security","age","gender","diff_operator_dummy","diff_operator","population","capacity","hifld_id","bjs_id","current","source_population","source_capacity","latitude","longitude","county_fips","zipcode","city","county"
"HAMILTON UNIT","Texas","state","Transitional Center","Min","A","M",NA,NA,759,1166,10000216,"440000000070199900000","Current","HIFLD","HIFLD",30.69099253,-96.41944177,48041,77807,"BRYAN","BRAZOS"
"HARRIS COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,NA,NA,10003930,NA,"Current","HIFLD",NA,32.76444293,-84.86614555,13145,31811,"HAMILTON","HARRIS"
"HASKELL P COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,48207,NA,NA,NA
"HAVINS UNIT","Texas","state","Transitional Center","Min","A","M",NA,NA,534,596,10002799,"440000000077000000000","Current","HIFLD","HIFLD",31.65653875,-98.97372368,48049,76801,"BROWNWOOD","BROWN"
"HAYS COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"HENLEY STATE JAIL","Texas","state","Hybrid",NA,"A","F",NA,NA,356,576,10002845,"440000000077400000000","Current","HIFLD","HIFLD",30.10528282,-94.92968433,48291,77535,"DAYTON","LIBERTY"
"HIDALGO COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"HIGHTOWER UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,1265,1384,10000224,"440000000073100000000","Current","HIFLD","HIFLD",30.10452088,-94.93349537,48291,77535,"DAYTON","LIBERTY"
"HILLTOP UNIT","Texas","state","Prison","Med/Min","A","F",NA,NA,396,553,10002817,"440000000072200000000","Current","HIFLD","HIFLD",31.4767101,-97.7350927,48099,76598,"GATESVILLE","CORYELL"
"HOBBY UNIT","Texas","state","Prison","Max/Min","A","F",NA,NA,1233,1384,10002827,"440000000073200000000","Current","HIFLD","HIFLD",31.2553124,-96.9088157,48145,76661,"MARLIN","FALLS"
"HODGE UNIT","Texas","state","Prison","Min","A","M",NA,NA,914,989,10002791,"440000000077100000000","Current","HIFLD","HIFLD",31.80817742,-95.16273078,48073,75785,"RUSK","CHEROKEE"
"HOLLIDAY UNIT","Texas","state","Prison","Min","A","M",NA,NA,1593,2128,10000209,"440000000079000000000","Current","HIFLD","HIFLD",30.72762188,-95.58348947,48471,77320,"HUNTSVILLE","WALKER"
"HOSPITAL GALVESTON","Texas","state","Medical Facility",NA,"A","B",NA,NA,159,365,10005130,"440000000072300000000","Current","HIFLD","HIFLD",29.31244302,-94.77785907,48167,77555,"GALVESTON","GALVESTON"
"HOUSTON FEDERAL DETENTION CENTER","Texas","federal","Detention Center",NA,NA,NA,NA,NA,808,698,10002872,NA,"Current","HIFLD","HIFLD",NA,NA,48201,77002,"HOUSTON","HARRIS"
"HUGHES UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,2864,2984,10000196,"440000000073300000000","Current","HIFLD","HIFLD",31.48798332,-97.70412735,48099,76597,"GATESVILLE","CORYELL"
"HUNTSVILLE UNIT","Texas","state","Prison","Med/Min","A","M",NA,NA,1035,1705,10000210,"440000000071100000000","Current","HIFLD","HIFLD",30.72166059,-95.54659217,48471,77348,"HUNTSVILLE","WALKER"
"HUTCHINS UNIT","Texas","state","Hybrid","Min","A","M",NA,NA,1668,2276,10002755,"440000000079500000000","Current","HIFLD","HIFLD",32.66078179,-96.71488715,48113,75241,"DALLAS","DALLAS"
"JEFFERSON COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,278,315,10006475,NA,"Current","HIFLD","HIFLD",NA,NA,5069,71601,"PINE BLUFF","JEFFERSON"
"JEFFERSON COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,56,-999,10000379,NA,"Current","HIFLD","HIFLD",NA,NA,12065,32344,"MONTICELLO","JEFFERSON"
"JEFFERSON COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,24,126,10004481,NA,"Current","HIFLD","HIFLD",NA,NA,13163,30434,"LOUISVILLE","JEFFERSON"
"JEFFERSON COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,-999,-999,10005079,NA,"Current","HIFLD","HIFLD",NA,NA,16051,83442,"RIGBY","JEFFERSON"
"JEFFERSON COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,-999,249,10000686,NA,"Current","HIFLD","HIFLD",NA,NA,17081,62864,"MOUNT VERNON","JEFFERSON"
"JEFFERSON COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,-999,-999,10005630,NA,"Current","HIFLD","HIFLD",NA,NA,18077,47350,"MADISON","JEFFERSON"
"JEFFERSON COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,29,57,10004819,NA,"Current","HIFLD","HIFLD",NA,NA,20087,66066,"OSKALOOSA","JEFFERSON"
"JEFFERSON COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,-999,280,10004063,NA,"Current","HIFLD","HIFLD",NA,NA,29099,63050,"HILLSBORO","JEFFERSON"
"JEFFERSON COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,-999,-999,10005430,NA,"Current","HIFLD","HIFLD",NA,NA,39081,43952,"STEUBENVILLE","JEFFERSON"
"JEFFERSON COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,155,158,10003061,NA,"Current","HIFLD","HIFLD",NA,NA,42065,15825,"BROOKVILLE","JEFFERSON"
"JEFFERSON COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,58,57,10002454,NA,"Current","HIFLD","HIFLD",NA,NA,53031,98339,"PORT HADLOCK","JEFFERSON"
"JEFFERSON COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,153,229,10002593,NA,"Current","HIFLD","HIFLD",NA,NA,55055,53549,"JEFFERSON","JEFFERSON"
"JEFFERSON P COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"JESTER 1","Texas",NA,NA,NA,NA,NA,NA,NA,NA,328,10002884,"440000000071700000000","Previous","HIFLD","HIFLD",29.63686551,-95.71305268,48157,77406,"RICHMOND","FORT BEND"
"JESTER 3 UNIT","Texas","state","Prison","Med/Min","A","M",NA,NA,1067,1131,10000234,"440000000072400000000","Current","HIFLD","HIFLD",29.62263746,-95.70805635,48157,77406,"RICHMOND","FORT BEND"
"JESTER 4 UNIT","Texas","state","Medical Facility",NA,"A","M",NA,NA,480,550,10002886,"440000000074700000000","Current","HIFLD","HIFLD",29.6227414,-95.7031381,48157,77406,"RICHMOND","FORT BEND"
"JOHNSON P COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,28,NA,10004499,NA,"Previous","HIFLD",NA,NA,NA,13167,31096,"WRIGHTSVILLE","JOHNSON"
"JOHNSTON UNIT","Texas","state","Prison",NA,"A","M",NA,NA,341,612,10000161,"440000000077300000000","Current","HIFLD","HIFLD",32.93833146,-95.28339493,48499,75494,"WINNSBORO","WOOD"
"JORDAN UNIT","Texas","state","Prison","Max/Mid","A","M",NA,NA,903,1008,10000152,"440000000074900000000","Current","HIFLD","HIFLD",35.56615923,-100.8882408,48179,79065,"PAMPA","GRAY"
"KARNES COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"KARNES P COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"KAUFMAN COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"KEGANS UNIT","Texas","state","Prison",NA,"A","M",NA,NA,74,657,10000231,"440000000079800300000","Current","HIFLD","HIFLD",29.7633275,-95.35605784,48201,77002,"HOUSTON","HARRIS"
"KENDALL COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"KLEBERG COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,122,160,10002933,NA,"Current","HIFLD","HIFLD",NA,NA,48273,78363,"KINGSVILLE","KLEBERG"
"KYLE UNIT","Texas","state","Prison",NA,"A","M","Different Operator",NA,386,520,10000228,"448000000073800000000","Current","HIFLD","HIFLD",29.97887132,-97.87211945,48209,78640,"KYLE","HAYS"
"LA TUNA FEDERAL CORRECTIONAL INSTITUTION","Texas","federal","Prison",NA,NA,NA,NA,NA,645,520,10000191,"446071666070760000000","Current","HIFLD","HIFLD",31.98224654,-106.5897528,48141,79821,"ANTHONY","EL PASO"
"LEBLANC UNIT","Texas","state","Prison","Min","A","M",NA,NA,1045,1224,10002858,"440000000076200000000","Current","HIFLD","HIFLD",29.99235,-94.04218,48245,77705,"BEAUMONT","JEFFERSON"
"LEIDEL SANCTION CENTER","Texas","federal","Transitional Center",NA,NA,NA,NA,NA,NA,NA,NA,"448101666071600000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"LEWIS UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,1791,2232,10000208,"440000000073400000000","Current","HIFLD","HIFLD",30.79588541,-94.39773346,48457,75990,"WOODVILLE","TYLER"
"LIBERTY P COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"LIMESTONE COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"LINDSAY","Texas",NA,NA,NA,NA,NA,NA,NA,916,1031,10000157,"448000000079996000000","Previous","HIFLD","HIFLD",33.24732333,-98.15323525,48237,76458,"JACKSBORO","JACK"
"LINDSEY UNIT","Texas","state","Hybrid","Min","A","M",NA,NA,958,1031,NA,NA,"Current","Public Records","Public Records",NA,NA,NA,NA,NA,NA
"LOCAL HOSPITAL","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"LOCKHART UNIT","Texas","state","Prison","Min","A","B",NA,NA,783,1000,10002876,"448000000079200000000","Current","HIFLD","HIFLD",29.87017746,-97.65257661,48055,78644,"LOCKHART","CALDWELL"
"LOPEZ UNIT","Texas","state","Hybrid","Min","A","M",NA,NA,981,1100,10002941,"440000000079800100000","Current","HIFLD","HIFLD",26.4177025,-98.1176597,48215,78542,"EDINBURG","HIDALGO"
"LUBBOCK COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,0,1512,10002728,"440000000079999300000","Current","HIFLD","HIFLD",NA,NA,48303,79401,"LUBBOCK","LUBBOCK"
"LUTHER UNIT","Texas","state","Prison","Med/Min","A","M",NA,NA,1225,1316,10000220,"440000000072600000000","Current","HIFLD","HIFLD",30.26068595,-96.05869493,48185,77868,"NAVASOTA","GRIMES"
"LYCHNER UNIT","Texas","state","Prison","Min","A","M",NA,NA,1450,2276,10002862,"440000000079400000000","Current","HIFLD","HIFLD",29.95748345,-95.22250822,48201,77396,"HUMBLE","HARRIS"
"LYNAUGH UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,1102,1416,10000203,"440000000077500000000","Current","HIFLD","HIFLD",30.78928247,-103.0487007,48371,79735,"FORT STOCKTON","PECOS"
"MARLIN UNIT","Texas","state","Prison","Min","A","F",NA,NA,455,606,10002828,"440000000776000000000","Current","HIFLD","HIFLD",31.29440473,-96.8805008,48145,76661,"MARLIN","FALLS"
"MATAGORDA COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"MAVERICK COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"MAVERICK P COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"MCCONNELL UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,2731,2900,10000248,"440000000075000000000","Current","HIFLD","HIFLD",28.37227446,-97.71691856,48025,78102,"BEEVILLE","BEE"
"MCLENNAN COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"MICHAEL UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,2903,3305,10000186,"440000000074500000000","Current","HIFLD","HIFLD",31.794695,-95.90319339,48001,75886,"TENNESSEE COLONY","ANDERSON"
"MID VALLEY HOUSE","Texas","federal","Transitional Center",NA,NA,NA,"Different Operator","GeoGroup",NA,NA,NA,"448108666071600000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"MIDDLETON UNIT","Texas","state","Prison","Med/Min","A","M",NA,NA,1803,2128,10000176,"440000000079100000000","Current","HIFLD","HIFLD",32.56202,-99.63165,48253,79601,"ABILENE","JONES"
"MILAM COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"MONTFORD UNIT","Texas","state","Prison",NA,"A","M",NA,NA,755,1046,10002729,"440000000079993000000","Current","HIFLD","HIFLD",33.51548506,-101.7869685,48303,79404,"LUBBOCK","LUBBOCK"
"MONTGOMERY COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,904,1253,10001988,NA,"Current","HIFLD","HIFLD",30.33509629,-95.45191819,48339,77301,"CONROE","MONTGOMERY"
"MONTGOMERY COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,904,1253,10001988,NA,"Current","HIFLD","HIFLD",30.33509629,-95.45191819,48339,77301,"CONROE","MONTGOMERY"
"MONTGOMERY COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,904,1253,10001988,NA,"Current","HIFLD","HIFLD",30.33509629,-95.45191819,48339,77301,"CONROE","MONTGOMERY"
"MONTGOMERY COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,904,1253,10001988,NA,"Current","HIFLD","HIFLD",30.33509629,-95.45191819,48339,77301,"CONROE","MONTGOMERY"
"MONTGOMERY COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,904,1253,10001988,NA,"Current","HIFLD","HIFLD",30.33509629,-95.45191819,48339,77301,"CONROE","MONTGOMERY"
"MONTGOMERY COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,904,1253,10001988,NA,"Current","HIFLD","HIFLD",30.33509629,-95.45191819,48339,77301,"CONROE","MONTGOMERY"
"MONTGOMERY COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,904,1253,10001988,NA,"Current","HIFLD","HIFLD",30.33509629,-95.45191819,48339,77301,"CONROE","MONTGOMERY"
"MONTGOMERY COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,904,1253,10001988,NA,"Current","HIFLD","HIFLD",30.33509629,-95.45191819,48339,77301,"CONROE","MONTGOMERY"
"MONTGOMERY COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,904,1253,10001988,NA,"Current","HIFLD","HIFLD",30.33509629,-95.45191819,48339,77301,"CONROE","MONTGOMERY"
"MONTGOMERY COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,904,1253,10001988,NA,"Current","HIFLD","HIFLD",30.33509629,-95.45191819,48339,77301,"CONROE","MONTGOMERY"
"MONTGOMERY COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,904,1253,10001988,NA,"Current","HIFLD","HIFLD",30.33509629,-95.45191819,48339,77301,"CONROE","MONTGOMERY"
"MONTGOMERY COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,904,1253,10001988,NA,"Current","HIFLD","HIFLD",30.33509629,-95.45191819,48339,77301,"CONROE","MONTGOMERY"
"MOORE B UNIT","Texas","state","Prison","Min","A","M","Different Operator",NA,476,500,10000183,"448000000079930000000","Current","HIFLD","HIFLD",32.31730985,-94.96590511,48401,75684,"OVERTON","RUSK"
"MOORE C UNIT","Texas","state","Prison","Min","A","M",NA,NA,997,1224,10002725,"440000000077700000000","Current","HIFLD","HIFLD",33.59072532,-96.23036195,48147,75418,"BONHAM","FANNIN"
"MOUNTAIN VIEW UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,492,645,10000194,"440000000070900000000","Current","HIFLD","HIFLD",31.48682559,-97.72784142,48099,76528,"GATESVILLE","CORYELL"
"MOUNTAIN VIEW UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,492,645,NA,NA,"Current","Public Records","Public Records",NA,NA,NA,NA,NA,NA
"MURRAY UNIT","Texas","state","Prison","Max/Min","A","F",NA,NA,1076,1341,10001274,"440000000079998000000","Current","HIFLD","HIFLD",31.47648891,-97.72648269,48099,76596,"GATESVILLE","CORYELL"
"NACOGDOCHES COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"NEAL UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,1641,1732,10000154,"440000000077800000000","Current","HIFLD","HIFLD",35.24148168,-101.7305376,48375,79107,"AMARILLO","POTTER"
"NEY UNIT","Texas","state","Prison","Min","A","M",NA,NA,430,576,10000238,"440000000077200000000","Current","HIFLD","HIFLD",29.3502651,-99.1992587,48325,78861,"HONDO","MEDINA"
"NO LONGER IN CUSTODY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"NOLAN COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"NUECES COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"PACK UNIT","Texas","state","Aged and Infirmed","Med/Min","A","M",NA,NA,1122,1478,10002838,"440000000072500000000","Current","HIFLD","HIFLD",30.32334402,-96.10551122,48185,77868,"NAVASOTA","GRIMES"
"PARKER COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,429,449,10002746,NA,"Current","HIFLD","HIFLD",NA,NA,48367,76086,"WEATHERFORD","PARKER"
"PECOS","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"PLANE UNIT","Texas","state","Hybrid","Min","A","F",NA,NA,1365,2291,10002844,"440000000079600000000","Current","HIFLD","HIFLD",30.1092665,-94.9346766,48291,77535,"DAYTON","LIBERTY"
"POLUNSKY UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,2924,2984,10000205,"440000000075500000000","Current","HIFLD","HIFLD",30.69855642,-95.01474788,48373,77351,"LIVINGSTON","POLK"
"POTTER COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,35,73,10000710,NA,"Current","HIFLD","HIFLD",NA,NA,42105,16915,"COUDERSPORT","POTTER"
"POTTER COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,35,73,10000710,NA,"Current","HIFLD","HIFLD",NA,NA,42105,16915,"COUDERSPORT","POTTER"
"POWLEDGE UNIT","Texas","state","Prison","Med/Min","A","M",NA,NA,805,1137,10000185,"440000000072000000000","Current","HIFLD","HIFLD",31.73304122,-95.80435636,48001,75803,"PALESTINE","ANDERSON"
"RAMSEY UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,1635,1891,10000242,"440000000070700000000","Current","HIFLD","HIFLD",29.31044758,-95.53701863,48039,77583,"ROSHARON","BRAZORIA"
"ROACH UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,1286,1384,10000156,"440000000075100000000","Current","HIFLD","HIFLD",34.43132644,-100.2759239,48075,79201,"CHILDRESS","CHILDRESS"
"ROBERTSON UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,2725,2984,10000175,"440000000075200000000","Current","HIFLD","HIFLD",32.55635046,-99.63324736,48253,79601,"ABILENE","JONES"
"RRC DALLAS TX","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,48113,NA,NA,NA
"RUDD UNIT","Texas","state","Prison",NA,"A","M",NA,NA,228,612,10000160,"440000000077900000000","Current","HIFLD","HIFLD",33.15819993,-102.2802195,48445,79316,"BROWNFIELD","TERRY"
"SAN AUGUSTINE COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"SAN PATRICIO COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"SAN SABA UNIT","Texas","state","Prison","Min","A","F",NA,NA,448,606,10000199,"440000000078000000000","Current","HIFLD","HIFLD",31.19971688,-98.76270573,48411,76877,"SAN SABA","SAN SABA"
"SANCHEZ UNIT","Texas","state","Hybrid","Min","A","M",NA,NA,725,1100,10002802,"440000000079999000000","Current","HIFLD","HIFLD",31.81495327,-106.2540493,48141,79938,"EL PASO","EL PASO"
"SAYLE UNIT","Texas","state","Prison",NA,"A","M",NA,NA,276,632,10002759,"440000000078100000000","Current","HIFLD","HIFLD",32.80086007,-98.8461341,48429,76424,"BRECKENRIDGE","STEPHENS"
"SCOTT UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,984,1130,10000245,"440000000070600000000","Current","HIFLD","HIFLD",29.09093506,-95.4825132,48039,77515,"ANGLETON","BRAZORIA"
"SEAGOVILLE FCI","Texas",NA,NA,NA,NA,NA,NA,NA,1829,1437,10000172,"446057666071800000000","Previous","HIFLD","HIFLD",32.6552168,-96.56760598,48113,75159,"SEAGOVILLE","DALLAS"
"SEGOVIA UNIT","Texas","state","Prison","Min","A","M",NA,NA,1074,1224,10002940,"440000000078200000000","Current","HIFLD","HIFLD",26.41737513,-98.1205608,48215,78542,"EDINBURG","HIDALGO"
"SKYVIEW UNIT","Texas","state","Medical Facility",NA,"A","B",NA,NA,479,562,10002791,"440000000073500000000","Current","HIFLD","HIFLD",31.80817742,-95.16273078,48073,75785,"RUSK","CHEROKEE"
"SMITH COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,1559,2234,10002758,"440000000075300000000","Current","HIFLD","HIFLD",32.72666898,-101.9107456,48115,79331,"LAMESA","DAWSON"
"SMITH COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,1559,2234,10002758,"440000000075300000000","Current","HIFLD","HIFLD",32.72666898,-101.9107456,48115,79331,"LAMESA","DAWSON"
"SMITH COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,1559,2234,10002758,"440000000075300000000","Current","HIFLD","HIFLD",32.72666898,-101.9107456,48115,79331,"LAMESA","DAWSON"
"SMITH UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,1495,2234,10002758,"440000000075300000000","Current","HIFLD","HIFLD",32.72666898,-101.9107456,48115,79331,"LAMESA","DAWSON"
"SMITH COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,400,432,10002766,NA,"Current","HIFLD","HIFLD",32.39010504,-95.32790165,48423,75702,"TYLER","SMITH"
"SMITH COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,400,432,10002766,NA,"Current","HIFLD","HIFLD",32.39010504,-95.32790165,48423,75702,"TYLER","SMITH"
"SMITH COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,400,432,10002766,NA,"Current","HIFLD","HIFLD",32.39010504,-95.32790165,48423,75702,"TYLER","SMITH"
"SOUTH CENTRAL REGIONAL OFFICE","Texas","federal","Administrative",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"STARR COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"STATEWIDE","Texas","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"STEPHENS COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"STEVENSON UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,1100,1384,10002900,"440000000078300000000","Current","HIFLD","HIFLD",29.13430147,-97.29765002,48123,77954,"CUERO","DEWITT"
"STILES UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,2578,2981,10000229,"440000000075400000000","Current","HIFLD","HIFLD",29.98843685,-94.05249596,48245,77705,"BEAUMONT","JEFFERSON"
"STRINGFELLOW UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,1012,1212,10000244,"440000000079999400000","Current","HIFLD","HIFLD",29.28580592,-95.54729982,48039,77583,"ROSHARON","BRAZORIA"
"TARRANT COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,NA,26,10005946,NA,"Current","HIFLD","HIFLD",41.38815977,-81.44421699,39035,44139,"SOLON","CUYAHOGA"
"TAYLOR COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"TELFORD UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,2769,2872,10002731,"440000000078400000000","Current","HIFLD","HIFLD",33.42068417,-94.47356067,48037,75570,"NEW BOSTON","BOWIE"
"TERRELL UNIT","Texas","state","Prison","Med/Min","A","M",NA,NA,1499,1603,10000241,"440000000072700000000","Current","HIFLD","HIFLD",29.29922211,-95.53861964,48039,77583,"ROSHARON","BRAZORIA"
"TEXARKANA FEDERAL CORRECTIONAL INSTITUTION","Texas","federal","Prison",NA,NA,NA,NA,NA,874,745,10005113,"446019666072200000000","Current","HIFLD","HIFLD",33.3770826,-94.08842458,48037,75501,"TEXARKANA","BOWIE"
"TEXAS COMMISSION ON JAIL STANDARDS","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"THE GEO GROUP INC RRC HOUSTON","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"THREE RIVERS FEDERAL CORRECTIONAL INSTITUTION","Texas","federal","Prison",NA,NA,NA,NA,NA,NA,NA,NA,"446149666071200000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"TOM GREEN COUNTY","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"TORRES UNIT","Texas","state","Prison","Max/Min","A","M",NA,NA,1310,1384,10000237,"440000000075600000000","Current","HIFLD","HIFLD",29.35189011,-99.19614816,48325,78861,"HONDO","MEDINA"
"TRAVIS COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,2340,2806,10002842,NA,"Current","HIFLD","HIFLD",30.19940069,-97.64734785,48453,78617,"DEL VALLE","TRAVIS"
"TRAVIS COUNTY STATE JAIL","Texas","state","Hybrid","Min","A","M",NA,NA,743,1161,10002842,NA,"Current","HIFLD","HIFLD",30.19940069,-97.64734785,48453,78617,"DEL VALLE","TRAVIS"
"TRAVIS COUNTY JAIL","Texas","county","Jail",NA,NA,NA,NA,NA,NA,NA,NA,"440000000079996100000","Current",NA,NA,NA,NA,NA,NA,NA,NA
