Name.Raw,Name.Clean,State,Jurisdiction,Is.Federal
CHICAGO IL,CHICAGO IL,NA,NA,1
"Chicago, IL",CHICAGO IL,NA,NA,1
Community Alternatives Inc. (RRC) - San Diego,CORRECTIONAL ALTERNATIVES INC RRC SAN DIEGO,NA,NA,1
CORRECTIONAL ALTERNATIVES INC,CORRECTIONAL ALTERNATIVES INC RRC SAN DIEGO,NA,NA,1
Correctional Alternatives Inc,CORRECTIONAL ALTERNATIVES INC RRC SAN DIEGO,NA,NA,1
Correctional Alternatives Inc RRC,CORRECTIONAL ALTERNATIVES INC RRC SAN DIEGO,NA,NA,1
CORRECTIONAL ALTERNATIVES INC RRC SAN DIEGO,CORRECTIONAL ALTERNATIVES INC RRC SAN DIEGO,NA,NA,1
Correctional Alternatives Inc.,CORRECTIONAL ALTERNATIVES INC RRC SAN DIEGO,NA,NA,1
Correctional Alternatives Inc. (RRC),CORRECTIONAL ALTERNATIVES INC RRC SAN DIEGO,NA,NA,1
Correctional Alternatives Inc. (RRC) - San Diego,CORRECTIONAL ALTERNATIVES INC RRC SAN DIEGO,NA,NA,1
Community Education Centers DBA  CEC,COMMUNITY EDUCATION CENTERS DBA CEC RRC PHILADELPHIA,NA,NA,1
Community Education Centers DBA CEC RRC,COMMUNITY EDUCATION CENTERS DBA CEC RRC PHILADELPHIA,NA,NA,1
COMMUNITY EDUCATION CENTERS DBA CEC RRC PHILADELPHIA,COMMUNITY EDUCATION CENTERS DBA CEC RRC PHILADELPHIA,NA,NA,1
Community Education Centers,COMMUNITY EDUCATION CENTERS DBA CEC RRC PHILADELPHIA,NA,NA,1
Community Education Centers,COMMUNITY EDUCATION CENTERS RRC RAPID CITY,NA,NA,1
Community Education Centers (RRC),COMMUNITY EDUCATION CENTERS RRC RAPID CITY,NA,NA,1
Community Education Centers RRC,COMMUNITY EDUCATION CENTERS RRC RAPID CITY,NA,NA,1
COMMUNITY EDUCATION CENTERS RRC RAPID CITY,COMMUNITY EDUCATION CENTERS RRC RAPID CITY,NA,NA,1
COMMUNITY EXTENDED NUCLEAR TRA,COMMUNITY EXTENDED NUCLEAR TRA RRC FARGO,NA,NA,1
Community Extended Nuclear TRA (RRC),COMMUNITY EXTENDED NUCLEAR TRA RRC FARGO,NA,NA,1
Community Extended Nuclear TRA (RRC) - Fargo,COMMUNITY EXTENDED NUCLEAR TRA RRC FARGO,NA,NA,1
Community Extended Nuclear TRA RRC,COMMUNITY EXTENDED NUCLEAR TRA RRC FARGO,NA,NA,1
COMMUNITY EXTENDED NUCLEAR TRA RRC FARGO,COMMUNITY EXTENDED NUCLEAR TRA RRC FARGO,NA,NA,1
Community Resources for Justice Inc,COMMUNITY RESOURCES FOR JUSTICE INC RRC BOSTON,NA,NA,1
Community Resources for Justice Inc RRC,COMMUNITY RESOURCES FOR JUSTICE INC RRC BOSTON,NA,NA,1
COMMUNITY RESOURCES FOR JUSTICE INC RRC BOSTON,COMMUNITY RESOURCES FOR JUSTICE INC RRC BOSTON,NA,NA,1
"Community Resources for Justice, Inc.",COMMUNITY RESOURCES FOR JUSTICE INC RRC BOSTON,NA,NA,1
"Community Resources for Justice, Inc. (RRC)",COMMUNITY RESOURCES FOR JUSTICE INC RRC BOSTON,NA,NA,1
"Community Resources for Justice, Inc. (RRC) - Boston",COMMUNITY RESOURCES FOR JUSTICE INC RRC BOSTON,NA,NA,1
COMMUNITY SOLUTIONS INC RRC HARTFORD,COMMUNITY SOLUTIONS INC RRC HARTFORD,NA,NA,1
"Community Solutions, Inc. (RRC) - Hartford",COMMUNITY SOLUTIONS INC RRC HARTFORD,NA,NA,1
COMMUNITY SOLUTIONS INC RRC WILMINGTON,COMMUNITY SOLUTIONS INC RRC WILMINGTON,NA,NA,1
"Community Solutions, Inc. (RRC) - Wilmington",COMMUNITY SOLUTIONS INC RRC WILMINGTON,NA,NA,1
Crosspoint Inc,CROSSPOINT INC RRC SAN ANTONIO,NA,NA,1
Crosspoint Inc RRC,CROSSPOINT INC RRC SAN ANTONIO,NA,NA,1
CROSSPOINT INC RRC SAN ANTONIO,CROSSPOINT INC RRC SAN ANTONIO,NA,NA,1
Crosspoint Inc.,CROSSPOINT INC RRC SAN ANTONIO,NA,NA,1
Crosspoint Inc. (RRC),CROSSPOINT INC RRC SAN ANTONIO,NA,NA,1
Crosspoint Inc. (RRC) - San Antonio,CROSSPOINT INC RRC SAN ANTONIO,NA,NA,1
CROSSPOINT SAN ANTONIO,CROSSPOINT INC RRC SAN ANTONIO,NA,NA,1
Dismas Charities Albuguerque,DISMAS CHARITIES ALBUQUERQUE RRC,NA,NA,1
Dismas Charities Albuguerque (RRC),DISMAS CHARITIES ALBUQUERQUE RRC,NA,NA,1
Dismas Charities Albuguerque RRC,DISMAS CHARITIES ALBUQUERQUE RRC,NA,NA,1
DISMAS CHARITIES ALBUQUERQUE,DISMAS CHARITIES ALBUQUERQUE RRC,NA,NA,1
Dismas Charities Albuquerque (RRC),DISMAS CHARITIES ALBUQUERQUE RRC,NA,NA,1
DISMAS CHARITIES ALBUQUERQUE RRC,DISMAS CHARITIES ALBUQUERQUE RRC,NA,NA,1
Dismas Charities Inc RRC,DISMAS CHARITIES INC RRC SIOUX CITY,NA,NA,1
DISMAS CHARITIES INC RRC SIOUX CITY,DISMAS CHARITIES INC RRC SIOUX CITY,NA,NA,1
Dismas Charities Inc. (RRC),DISMAS CHARITIES INC RRC SIOUX CITY,NA,NA,1
"Dismas Charities, Inc. (RRC)",DISMAS CHARITIES INC RRC SIOUX CITY,NA,NA,1
"Dismas Charities, Inc. (RRC)- Sioux City",DISMAS CHARITIES INC RRC SIOUX CITY,NA,NA,1
Dismas Charities Inc RRC,DISMAS CHARITIES INC RRC CORPUS CHRISTI,NA,NA,1
DISMAS CHARITIES INC RRC CORPUS CHRISTI,DISMAS CHARITIES INC RRC CORPUS CHRISTI,NA,NA,1
"Dismas Charities, Inc.",DISMAS CHARITIES INC RRC CORPUS CHRISTI,NA,NA,1
"Dismas Charities, Inc. (RRC)",DISMAS CHARITIES INC RRC CORPUS CHRISTI,NA,NA,1
"Dismas Charities, Inc. (RRC)- Corpus Christi",DISMAS CHARITIES INC RRC CORPUS CHRISTI,NA,NA,1
DISMAS CORPUS CHRISTI,DISMAS CHARITIES INC RRC CORPUS CHRISTI,NA,NA,1
Dismas Charities Inc RRC,DISMAS CHARITIES INC RRC DANIA,NA,NA,1
DISMAS CHARITIES INC RRC DANIA,DISMAS CHARITIES INC RRC DANIA,NA,NA,1
"Dismas Charities, Inc.",DISMAS CHARITIES INC RRC DANIA,NA,NA,1
"Dismas Charities, Inc. (RRC)",DISMAS CHARITIES INC RRC DANIA,NA,NA,1
"Dismas Charities, Inc. (RRC) - Dania",DISMAS CHARITIES INC RRC DANIA,NA,NA,1
Dismas Charities Inc RRC,DISMAS CHARITIES INC RRC LEXINGTON,NA,NA,1
DISMAS CHARITIES INC RRC LEXINGTON,DISMAS CHARITIES INC RRC LEXINGTON,NA,NA,1
Dismas Charities Inc. (RRC),DISMAS CHARITIES INC RRC LEXINGTON,NA,NA,1
"Dismas Charities, Inc. (RRC)",DISMAS CHARITIES INC RRC LEXINGTON,NA,NA,1
"Dismas Charities, Inc. (RRC)- Lexington",DISMAS CHARITIES INC RRC LEXINGTON,NA,NA,1
DISMAS OF LEXINGTON,DISMAS CHARITIES INC RRC LEXINGTON,NA,NA,1
Dismas Charities (RRC) - Greensboro,DISMAS CHARITIES RRC GREENSBORO,NA,NA,1
DISMAS CHARITIES RRC GREENSBORO,DISMAS CHARITIES RRC GREENSBORO,NA,NA,1
Dismas House of Manchester,DISMAS OF MANCHESTER RRC,NA,NA,1
DISMAS HOUSE OF MANCHESTER,DISMAS OF MANCHESTER RRC,NA,NA,1
Dismas of Manchester,DISMAS OF MANCHESTER RRC,NA,NA,1
DISMAS OF MANCHESTER,DISMAS OF MANCHESTER RRC,NA,NA,1
Dismas of Manchester (RRC),DISMAS OF MANCHESTER RRC,NA,NA,1
Dismas of Manchester RRC,DISMAS OF MANCHESTER RRC,NA,NA,1
DISMAS OF MANCHESTER RRC,DISMAS OF MANCHESTER RRC,NA,NA,1
Dismas House of St Louis,DISMAS HOUSE OF ST LOUIS RRC,NA,NA,1
DISMAS HOUSE OF ST LOUIS,DISMAS HOUSE OF ST LOUIS RRC,NA,NA,1
Dismas House of St Louis RRC,DISMAS HOUSE OF ST LOUIS RRC,NA,NA,1
DISMAS HOUSE OF ST LOUIS RRC,DISMAS HOUSE OF ST LOUIS RRC,NA,NA,1
Dismas House of St. Louis,DISMAS HOUSE OF ST LOUIS RRC,NA,NA,1
Dismas House of St. Louis (RRC),DISMAS HOUSE OF ST LOUIS RRC,NA,NA,1
Dismas Laredo,DISMAS LAREDO RRC,NA,NA,1
DISMAS LAREDO,DISMAS LAREDO RRC,NA,NA,1
Dismas Laredo (RCC),DISMAS LAREDO RRC,NA,NA,1
Dismas Laredo (RRC),DISMAS LAREDO RRC,NA,NA,1
Dismas Laredo RRC,DISMAS LAREDO RRC,NA,NA,1
DISMAS LAREDO RRC,DISMAS LAREDO RRC,NA,NA,1
FCC Lompoc,FCC LOMPOC,NA,NA,1
FCC LOMPOC,FCC LOMPOC,NA,NA,1
FCC Oakdale,FCC OAKDALE,NA,NA,1
FCC OAKDALE,FCC OAKDALE,NA,NA,1
FLM Guam,FLM GUAM,NA,NA,1
FLM GUAM,FLM GUAM,NA,NA,1
FORREST CITY AK,FORREST CITY AK,NA,NA,1
"Forrest City, AK",FORREST CITY AK,NA,NA,1
FORT DIX NJ,FORT DIX NJ,NA,NA,1
"Fort Dix, NJ",FORT DIX NJ,NA,NA,1
GEO CARE LLC RCC BRONX,GEO CARE LLC RCC BRONX,NA,NA,1
"GEO Care, Inc.",GEO CARE LLC RCC BRONX,NA,NA,1
"GEO Care, Inc. (RRC)",GEO CARE LLC RCC BRONX,NA,NA,1
"GEO Care, LLC (RCC) - Bronx",GEO CARE LLC RCC BRONX,NA,NA,1
GEO Care LLC,GEO CARE LLC RCC SACRAMENTO,NA,NA,1
GEO CARE LLC RCC SACRAMENTO,GEO CARE LLC RCC SACRAMENTO,NA,NA,1
"GEO Care, LLC",GEO CARE LLC RCC SACRAMENTO,NA,NA,1
"GEO Care, LLC (RCC) - Sacramento",GEO CARE LLC RCC SACRAMENTO,NA,NA,1
GEO Reentry Inc RRC,GEO REENTRY INC RRC LEAVENWORTH,NA,NA,1
GEO REENTRY INC RRC LEAVENWORTH,GEO REENTRY INC RRC LEAVENWORTH,NA,NA,1
"GEO Reentry, Inc.",GEO REENTRY INC RRC LEAVENWORTH,NA,NA,1
"GEO Reentry, Inc. (RRC)",GEO REENTRY INC RRC LEAVENWORTH,NA,NA,1
"GEO Reentry, Inc. (RRC) - Leavenworth",GEO REENTRY INC RRC LEAVENWORTH,NA,NA,1
GEO Reentry of Alaska Inc,GEO REENTRY OF ALASKA INC RRC OAKLAND,NA,NA,1
GEO Reentry of Alaska Inc RRC,GEO REENTRY OF ALASKA INC RRC OAKLAND,NA,NA,1
GEO REENTRY OF ALASKA INC RRC OAKLAND,GEO REENTRY OF ALASKA INC RRC OAKLAND,NA,NA,1
"GEO Reentry of Alaska, Inc.",GEO REENTRY OF ALASKA INC RRC OAKLAND,NA,NA,1
"GEO Reentry of Alaska, Inc. (RRC)",GEO REENTRY OF ALASKA INC RRC OAKLAND,NA,NA,1
RRC GEO REENTRY INC - OAKLAND OAKLAND CA,GEO REENTRY OF ALASKA INC RRC OAKLAND,NA,NA,1
RRC GEO REENTRY INC - OAKLAND,GEO REENTRY OF ALASKA INC RRC OAKLAND,NA,NA,1
GEO TAYLOR ST FACILITY RRC,GEO TAYLOR ST FACILITY RRC,NA,NA,1
RRC GEO-TAYLOR STREET FACL SF SAN FRANCISCO CA,GEO TAYLOR ST FACILITY RRC,NA,NA,1
GEO-Taylor St Facility,GEO TAYLOR ST FACILITY RRC,NA,NA,1
GEO-Taylor St Facility RRC,GEO TAYLOR ST FACILITY RRC,NA,NA,1
GEO-Taylor St. Facility,GEO TAYLOR ST FACILITY RRC,NA,NA,1
GEO-Taylor St. Facility (RRC),GEO TAYLOR ST FACILITY RRC,NA,NA,1
RRC GEO-TAYLOR STREET FACL SF,GEO TAYLOR ST FACILITY RRC,NA,NA,1
Hampshire House,HAMPSHIRE HOUSE RRC,NA,NA,1
HAMPSHIRE HOUSE,HAMPSHIRE HOUSE RRC,NA,NA,1
Hampshire House (RRC),HAMPSHIRE HOUSE RRC,NA,NA,1
Hampshire House RRC,HAMPSHIRE HOUSE RRC,NA,NA,1
HAMPSHIRE HOUSE RRC,HAMPSHIRE HOUSE RRC,NA,NA,1
HEARTLINE INC RRC,HEARTLINE INC RRC,NA,NA,1
"Heartline, Inc. (RRC)",HEARTLINE INC RRC,NA,NA,1
Horizon House,HORIZON HOUSE RRC ALBANY,NA,NA,1
HORIZON HOUSE,HORIZON HOUSE RRC ALBANY,NA,NA,1
Horizon House (RRC),HORIZON HOUSE RRC ALBANY,NA,NA,1
Horizon House (RRC) - Albany,HORIZON HOUSE RRC ALBANY,NA,NA,1
Horizon House RRC,HORIZON HOUSE RRC ALBANY,NA,NA,1
HORIZON HOUSE RRC ALBANY,HORIZON HOUSE RRC ALBANY,NA,NA,1
JL Santa Rita Jail,JL SANTA RITA JAIL RRC,NA,NA,1
JL SANTA RITA JAIL,JL SANTA RITA JAIL RRC,NA,NA,1
JL Santa Rita Jail (RRC),JL SANTA RITA JAIL RRC,NA,NA,1
JL Santa Rita Jail RRC,JL SANTA RITA JAIL RRC,NA,NA,1
JL SANTA RITA JAIL RRC,JL SANTA RITA JAIL RRC,NA,NA,1
Keeton Corrections Inc Birmingham,KEETON CORRECTIONS INC BIRMINGHAM RRC,NA,NA,1
Keeton Corrections Inc Birmingham RRC,KEETON CORRECTIONS INC BIRMINGHAM RRC,NA,NA,1
KEETON CORRECTIONS INC BIRMINGHAM RRC,KEETON CORRECTIONS INC BIRMINGHAM RRC,NA,NA,1
"Keeton Corrections, Inc. (Birmingham)",KEETON CORRECTIONS INC BIRMINGHAM RRC,NA,NA,1
"Keeton Corrections, Inc. (Birmingham)  (RRC)",KEETON CORRECTIONS INC BIRMINGHAM RRC,NA,NA,1
"Keeton Corrections, Inc. (Birmingham) (RRC)",KEETON CORRECTIONS INC BIRMINGHAM RRC,NA,NA,1
Kintock Group The RRC,KINTOCK GROUP THE RRC NEWARK,NA,NA,1
KINTOCK GROUP THE RRC NEWARK,KINTOCK GROUP THE RRC NEWARK,NA,NA,1
"Kintock Group, The",KINTOCK GROUP THE RRC NEWARK,NA,NA,1
"Kintock Group, The (RRC) - Newark",KINTOCK GROUP THE RRC NEWARK,NA,NA,1
Kintock Group The RRC,KINTOCK GROUP THE RRC PHILADELPHIA,NA,NA,1
THE KINTOCK GROUP PHILADELPHIA,KINTOCK GROUP THE RRC PHILADELPHIA,NA,NA,1
KINTOCK GROUP THE RRC PHILADELPHIA,KINTOCK GROUP THE RRC PHILADELPHIA,NA,NA,1
"Kintock Group, The",KINTOCK GROUP THE RRC PHILADELPHIA,NA,NA,1
"Kintock Group, The (RRC) - Philadelphia",KINTOCK GROUP THE RRC PHILADELPHIA,NA,NA,1
Otero County Prison (RRC) - Charparral,OTERO COUNTY PRISON FACILITY RRC CHARPARRAL,NA,NA,1
Otero County Prison Facility,OTERO COUNTY PRISON FACILITY RRC CHARPARRAL,NA,NA,1
OTERO COUNTY PRISON FACILITY,OTERO COUNTY PRISON FACILITY RRC CHARPARRAL,NA,NA,1
Otero County Prison Facility (RRC),OTERO COUNTY PRISON FACILITY RRC CHARPARRAL,NA,NA,1
Otero County Prison Facility RRC,OTERO COUNTY PRISON FACILITY RRC CHARPARRAL,NA,NA,1
OTERO COUNTY PRISON FACILITY RRC CHARPARRAL,OTERO COUNTY PRISON FACILITY RRC CHARPARRAL,NA,NA,1
PIONEER FELLOWSHIP HOUSE,PIONEER HUMAN SERVICES DBA PIONEER INDUSTRIES RRC,NA,NA,1
Pioneer Human Services,PIONEER HUMAN SERVICES DBA PIONEER INDUSTRIES RRC,NA,NA,1
Pioneer Human Services DBA  Pioneer Industries,PIONEER HUMAN SERVICES DBA PIONEER INDUSTRIES RRC,NA,NA,1
Pioneer Human Services DBA Pioneer Industries RRC,PIONEER HUMAN SERVICES DBA PIONEER INDUSTRIES RRC,NA,NA,1
PIONEER HUMAN SERVICES DBA PIONEER INDUSTRIES RRC,PIONEER HUMAN SERVICES DBA PIONEER INDUSTRIES RRC,NA,NA,1
Rock Valley Community Program (RRC),ROCK VALLEY COMMUNITY PROGRAM RRC,NA,NA,1
ROCK VALLEY COMMUNITY PROGRAM RRC,ROCK VALLEY COMMUNITY PROGRAM RRC,NA,NA,1
RRC Baltimore,RRC BALTIMORE,NA,NA,1
RRC BALTIMORE,RRC BALTIMORE,NA,NA,1
RRC BALTIMORE MD,RRC BALTIMORE MD,NA,NA,1
"RRC Baltimore, MD",RRC BALTIMORE MD,NA,NA,1
CORE Services Group Inc RRC,CORE SERVICES GROUP INC RRC BROOKLYN,NA,NA,1
CORE SERVICES GROUP INC RRC BROOKLYN,CORE SERVICES GROUP INC RRC BROOKLYN,NA,NA,1
"CORE Services Group, Inc.",CORE SERVICES GROUP INC RRC BROOKLYN,NA,NA,1
"CORE Services Group, Inc. (RRC) - Brooklyn",CORE SERVICES GROUP INC RRC BROOKLYN,NA,NA,1
"CORE Services Group, Inc. (RRC) - Brooklyn",RRC BROOKLYN,NA,NA,1
RRC Brooklyn,RRC BROOKLYN,NA,NA,1
RRC BROOKLYN,RRC BROOKLYN,NA,NA,1
"RRC Brooklyn, NY",RRC BROOKLYN,NA,NA,1
RRC Chicago,RRC CHICAGO IL,NA,NA,1
RRC CHICAGO IL,RRC CHICAGO IL,NA,NA,1
"RRC Chicago, IL",RRC CHICAGO IL,NA,NA,1
RRC Dallas,RRC DALLAS TX,NA,NA,1
RRC DALLAS TX,RRC DALLAS TX,NA,NA,1
"RRC Dallas, TX",RRC DALLAS TX,NA,NA,1
RRC JANESVILLE WI,RRC JANESVILLE WI,NA,NA,1
"RRC Janesville, WI",RRC JANESVILLE WI,NA,NA,1
RRC METAIRIE LA,RRC METAIRIE LA,NA,NA,1
"RRC Metairie, LA",RRC METAIRIE LA,NA,NA,1
RRC Phoenix,RRC PHOENIX AZ,NA,NA,1
RRC PHOENIX AZ,RRC PHOENIX AZ,NA,NA,1
"RRC Phoenix, AZ",RRC PHOENIX AZ,NA,NA,1
RRC St Louis,RRC ST LOUIS MO,NA,NA,1
RRC ST LOUIS MO,RRC ST LOUIS MO,NA,NA,1
"RRC St Louis, MO",RRC ST LOUIS MO,NA,NA,1
RRC Wilmington,RRC WILMINGTON DE,NA,NA,1
RRC WILMINGTON DE,RRC WILMINGTON DE,NA,NA,1
"RRC Wilmington, DE",RRC WILMINGTON DE,NA,NA,1
Salvation Army (RRC),SALVATION ARMY RRC CHATTANOOGA,NA,NA,1
Salvation Army (RRC) - Chattanooga,SALVATION ARMY RRC CHATTANOOGA,NA,NA,1
SALVATION ARMY CTRCHATTANOOGA,SALVATION ARMY RRC CHATTANOOGA,NA,NA,1
Salvation Army RRC,SALVATION ARMY RRC CHATTANOOGA,NA,NA,1
SALVATION ARMY RRC CHATTANOOGA,SALVATION ARMY RRC CHATTANOOGA,NA,NA,1
SALVATION ARMY CTR CHATTANOOGA CHATTANOOGA TN,SALVATION ARMY RRC CHATTANOOGA,NA,NA,1
Seagoville FCI,SEAGOVILLE FCI,NA,NA,1
SEAGOVILLE FCI,SEAGOVILLE FCI,NA,NA,1
TALLADEGA AL,TALLADEGA AL,NA,NA,1
"Talladega, AL",TALLADEGA AL,NA,NA,1
THE FIFTH JUDICIAL DISTRICT OF DES MOINES DES MOINES IA,THE FIFTH JUDICIAL DISTRICT OF DES MOINES RRC,NA,NA,1
The Fifth Judical District of Des Moines,THE FIFTH JUDICIAL DISTRICT OF DES MOINES RRC,NA,NA,1
The Fifth Judical District of Des Moines (RRC),THE FIFTH JUDICIAL DISTRICT OF DES MOINES RRC,NA,NA,1
The Fifth Judical District of Des Moines RRC,THE FIFTH JUDICIAL DISTRICT OF DES MOINES RRC,NA,NA,1
THE FIFTH JUDICIAL DISTRICT OF,THE FIFTH JUDICIAL DISTRICT OF DES MOINES RRC,NA,NA,1
The Fifth Judicial District of Des Moines (RRC),THE FIFTH JUDICIAL DISTRICT OF DES MOINES RRC,NA,NA,1
THE FIFTH JUDICIAL DISTRICT OF DES MOINES RRC,THE FIFTH JUDICIAL DISTRICT OF DES MOINES RRC,NA,NA,1
The Geo Group Inc,THE GEO GROUP INC RRC HOUSTON,NA,NA,1
The Geo Group Inc RRC,THE GEO GROUP INC RRC HOUSTON,NA,NA,1
THE GEO GROUP INC RRC HOUSTON,THE GEO GROUP INC RRC HOUSTON,NA,NA,1
"The Geo Group, Inc.",THE GEO GROUP INC RRC HOUSTON,NA,NA,1
"The Geo Group, Inc. (RRC)",THE GEO GROUP INC RRC HOUSTON,NA,NA,1
"The Geo Group, Inc. (RRC) - Houston",THE GEO GROUP INC RRC HOUSTON,NA,NA,1
MIRROR INC THE,THE MIRROR INC RRC TOPEKA,NA,NA,1
The Mirror Inc,THE MIRROR INC RRC TOPEKA,NA,NA,1
The Mirror Inc RRC,THE MIRROR INC RRC TOPEKA,NA,NA,1
THE MIRROR INC RRC TOPEKA,THE MIRROR INC RRC TOPEKA,NA,NA,1
The Mirror Inc.,THE MIRROR INC RRC TOPEKA,NA,NA,1
The Mirror Inc. (RRC),THE MIRROR INC RRC TOPEKA,NA,NA,1
The Mirror Inc. (RRC) - Topeka,THE MIRROR INC RRC TOPEKA,NA,NA,1
TUCSON AZ,TUCSON AZ,NA,NA,1
"Tucson, AZ",TUCSON AZ,NA,NA,1
VOLUNEERS OF AMERICA INC RRC INDIANAPOLIS,VOLUNEERS OF AMERICA INC RRC INDIANAPOLIS,NA,NA,1
VOLUNEERS OF AMERICA INC RRC INDIANAPOLIS IN,VOLUNEERS OF AMERICA INC RRC INDIANAPOLIS,NA,NA,1
Voluneers of America Inc. (RRC) - Indianapolis,VOLUNEERS OF AMERICA INC RRC INDIANAPOLIS,NA,NA,1
Volunteers of America Inc RRC,VOLUNEERS OF AMERICA INC RRC INDIANAPOLIS,NA,NA,1
Volunteers of America Inc. (RRC),VOLUNEERS OF AMERICA INC RRC INDIANAPOLIS,NA,NA,1
Volunteers of America Inc Minnesota,VOLUNTEERS OF AMERICA INC MINNESOTA RRC MINNEAPOLIS,NA,NA,1
VOLUNTEERS OF AMERICA OF MN MINNEAPOLIS MN,VOLUNTEERS OF AMERICA INC MINNESOTA RRC MINNEAPOLIS,NA,NA,1
Volunteers of America Inc Minnesota RRC,VOLUNTEERS OF AMERICA INC MINNESOTA RRC MINNEAPOLIS,NA,NA,1
VOLUNTEERS OF AMERICA INC MINNESOTA RRC MINNEAPOLIS,VOLUNTEERS OF AMERICA INC MINNESOTA RRC MINNEAPOLIS,NA,NA,1
VOLUNTEERS OF AMERICA OF MN,VOLUNTEERS OF AMERICA INC MINNESOTA RRC MINNEAPOLIS,NA,NA,1
"Volunteers of America, Inc. (Minnesota)",VOLUNTEERS OF AMERICA INC MINNESOTA RRC MINNEAPOLIS,NA,NA,1
"Volunteers of America, Inc. (Minnesota) (RRC)",VOLUNTEERS OF AMERICA INC MINNESOTA RRC MINNEAPOLIS,NA,NA,1
"Volunteers of America, Inc. (Minnesota) (RRC) - Minneapolis",VOLUNTEERS OF AMERICA INC MINNESOTA RRC MINNEAPOLIS,NA,NA,1
Volunteers of America of Greater Ohio,VOLUNTEERS OF AMERICA OF GREATER OHIO RRC TOLEDO,NA,NA,1
Volunteers of America of Greater Ohio (RRC),VOLUNTEERS OF AMERICA OF GREATER OHIO RRC TOLEDO,NA,NA,1
Volunteers of America of Greater Ohio RRC,VOLUNTEERS OF AMERICA OF GREATER OHIO RRC TOLEDO,NA,NA,1
VOLUNTEERS OF AMERICA OF GREATER OHIO RRC TOLEDO,VOLUNTEERS OF AMERICA OF GREATER OHIO RRC TOLEDO,NA,NA,1
Volunteers of America of Western New York Inc,VOLUNTEERS OF AMERICA OF WESTERN NEW YORK INC RRC ROCHESTER,NA,NA,1
VOLUNTEERS OF AMERICA ROCHESTER NY,VOLUNTEERS OF AMERICA OF WESTERN NEW YORK INC RRC ROCHESTER,NA,NA,1
Volunteers of America of Western New York Inc RRC,VOLUNTEERS OF AMERICA OF WESTERN NEW YORK INC RRC ROCHESTER,NA,NA,1
VOLUNTEERS OF AMERICA OF WESTERN NEW YORK INC RRC ROCHESTER,VOLUNTEERS OF AMERICA OF WESTERN NEW YORK INC RRC ROCHESTER,NA,NA,1
"Volunteers of America of Western New York, Inc.",VOLUNTEERS OF AMERICA OF WESTERN NEW YORK INC RRC ROCHESTER,NA,NA,1
"Volunteers of America of Western New York, Inc. (RRC)",VOLUNTEERS OF AMERICA OF WESTERN NEW YORK INC RRC ROCHESTER,NA,NA,1
Volunteers of America (RRC),VOLUNTEERS OF AMERICA RRC METAIRIE,NA,NA,1
Volunteers of America (RRC) - Metairie,VOLUNTEERS OF AMERICA RRC METAIRIE,NA,NA,1
Volunteers of America RRC,VOLUNTEERS OF AMERICA RRC METAIRIE,NA,NA,1
VOLUNTEERS OF AMERICA RRC METAIRIE,VOLUNTEERS OF AMERICA RRC METAIRIE,NA,NA,1
VOL OF AMER DALLAS TX HUTCHINS TX,VOLUNTEERS OF AMERICA TEXAS INC RRC HUTCHINS,NA,NA,1
Volunteers of America Texas Inc,VOLUNTEERS OF AMERICA TEXAS INC RRC HUTCHINS,NA,NA,1
Volunteers of America Texas Inc RRC,VOLUNTEERS OF AMERICA TEXAS INC RRC HUTCHINS,NA,NA,1
VOLUNTEERS OF AMERICA TEXAS INC RRC HUTCHINS,VOLUNTEERS OF AMERICA TEXAS INC RRC HUTCHINS,NA,NA,1
"Volunteers of America Texas, Inc.",VOLUNTEERS OF AMERICA TEXAS INC RRC HUTCHINS,NA,NA,1
"Volunteers of America Texas, Inc. (RRC)",VOLUNTEERS OF AMERICA TEXAS INC RRC HUTCHINS,NA,NA,1
"Volunteers of America Texas, Inc. (RRC) - Hutchins",VOLUNTEERS OF AMERICA TEXAS INC RRC HUTCHINS,NA,NA,1
WARREN B RUDMAN U S COURTHOUSE RRC,WARREN B RUDMAN U S COURTHOUSE RRC,NA,NA,1
Warren B. Rudman U.S. Courthouse (RRC),WARREN B RUDMAN U S COURTHOUSE RRC,NA,NA,1
WATKINSON HOUSE HARTFORD CT,WATKINSON HOUSE RRC HARTFORD,NA,NA,1
WATKINSON HOUSE,WATKINSON HOUSE RRC HARTFORD,NA,NA,1
Watkinson House (RRC) - Hartford,WATKINSON HOUSE RRC HARTFORD,NA,NA,1
WATKINSON HOUSE RRC HARTFORD,WATKINSON HOUSE RRC HARTFORD,NA,NA,1
Community Corrections Region 1,COMMUNITY CORRECTIONS REGION 1,Florida,NA,0
Community Corrections Region 1,COMMUNITY CORRECTIONS REGION 1,Florida,NA,0
Community Corrections¬†Region 1,COMMUNITY CORRECTIONS REGION 1,Florida,NA,0
Community Corrections¬Region 1,COMMUNITY CORRECTIONS REGION 1,Florida,NA,0
Community Corrections Region 2,COMMUNITY CORRECTIONS REGION 2,Florida,NA,0
Community Corrections¬†Region 2,COMMUNITY CORRECTIONS REGION 2,Florida,NA,0
Community Corrections Region 3,COMMUNITY CORRECTIONS REGION 3,Florida,NA,0
Community Corrections Region 3,COMMUNITY CORRECTIONS REGION 3,Florida,NA,0
Community Corrections¬†Region 3,COMMUNITY CORRECTIONS REGION 3,Florida,NA,0
